,Protein_ID,Compound_ID,Label
14135,O64743,SUB-4066,0
5149,Q8VU79,SUB-9363,1
5336,P37063,SUB-9774,1
12806,P15558,SUB-5089,1
17566,Q6STM1,SUB-2692,0
9091,A2DJ40,SUB-4002,1
9256,P00780,SUB-290,1
6051,O55026,SUB-519,1
13859,Q7SIC2,SUB-5525,0
13657,F4H166,SUB-7796,0
14349,P0A6I0,SUB-5281,0
17586,P22413,SUB-5044,0
2785,P28796,SUB-2352,1
12747,Q8NCE0,SUB-6854,1
1751,Q58933,SUB-3851,1
8238,A4IP64,SUB-9868,1
2715,P97872,SUB-2984,1
15067,P22734,SUB-5994,0
2003,P47810,SUB-5522,1
3303,P00591,SUB-3282,1
24440,A0A0E4AX59,SUB-2122,0
5998,Q9S9N9,SUB-9514,1
7811,Q5FSN8,SUB-3328,1
10175,P42330,SUB-3126,1
17615,P22367,SUB-2220,0
21939,H3JQW0,SUB-956,0
12904,A4F244,SUB-1527,1
12375,P20720,SUB-5826,1
7591,Q52087,SUB-6159,1
11356,A0A2I6U1R0,SUB-9405,1
24433,A0A1L3GZ76,SUB-2022,0
4928,P47989,SUB-10226,1
951,P16444,SUB-9453,1
9131,Q26304,SUB-5366,1
14892,Q8KZP9,SUB-8371,0
15260,Q99034,SUB-5526,0
24161,Q84AR1,SUB-4884,0
18299,P30986,SUB-3439,0
22634,Q9HGY3,SUB-530,0
23311,P08236,SUB-328,0
7707,P35610,SUB-1864,1
14459,M5C6U3,SUB-6818,0
3237,A2A1C5,SUB-3192,1
7812,Q5FSN8,SUB-8701,1
12761,O87605,SUB-4777,1
2248,P28845,SUB-3378,1
22370,H9TU28,SUB-792,0
23616,P72156,SUB-4251,0
6255,O65782,SUB-1072,1
21530,Q41635,SUB-5488,0
11032,P30837,SUB-6386,1
21505,Q9BR01,SUB-6802,0
5126,B3Y018,SUB-1216,1
13606,Q02068,SUB-6365,0
1832,Q5BM20,SUB-5249,1
25153,Q58605,SUB-6521,0
18253,P0AB80,SUB-8372,0
19681,P00784,SUB-1544,0
8043,A0A345BEL0,SUB-1860,1
15743,D7UTZ8,SUB-776,0
20942,Q9Y251,SUB-5302,0
13694,O52765,SUB-9058,0
6797,Q0PQZ5,SUB-8976,1
17632,Q60136,SUB-9752,0
25555,Q9GPQ4,SUB-3578,0
9598,D3G6S4,SUB-8611,1
9785,P78540,SUB-8488,1
2365,Q75HZ9,SUB-5784,1
14454,M5C6U3,SUB-1429,0
19005,P23457,SUB-7885,0
15147,Q52TE7,SUB-617,0
17673,P20960,SUB-907,0
23863,P04963,SUB-1050,0
23317,A0A024FRL9,SUB-6301,0
16836,P0ABR9,SUB-6202,0
1476,Q52675,SUB-10178,1
9140,P07872,SUB-4460,1
4239,P11544,SUB-3631,1
16853,P56653,SUB-2754,0
8424,Q8WTJ2,SUB-7008,1
19293,A6YIH8,SUB-512,0
191,P24298,SUB-9371,1
22247,A2R1N3,SUB-9349,0
25055,P11509,SUB-8868,0
25349,P20720,SUB-381,0
23369,Q9F103,SUB-5441,0
18815,P0A110,SUB-5968,0
14729,Q9BW91,SUB-9338,0
16104,F2R038,SUB-4897,0
13888,P97562,SUB-6846,0
12383,Q9NUW8,SUB-8225,1
14446,V9HZX4,SUB-5629,0
12587,P22869,SUB-388,1
17760,A0A0C1Q6R1,SUB-3384,0
6214,P05982,SUB-2644,1
20672,Q8KZT4,SUB-8562,0
5628,J9PBS0,SUB-3062,1
11890,P0A6W0,SUB-4999,1
19907,C9JRZ8,SUB-3262,0
18252,P0AB80,SUB-4570,0
56,B8XPY7,SUB-5784,1
18778,P11511,SUB-4891,0
17795,Q9SLN8,SUB-5322,0
5062,P07024,SUB-3696,1
21237,Q9ZQI7,SUB-1841,0
1663,P78329,SUB-6586,1
24423,Q9QY93,SUB-3851,0
3357,P17109,SUB-4979,1
17073,A4LA85,SUB-5623,0
3215,Q04631,SUB-5606,1
25617,Q6QHF9,SUB-3424,0
3843,P0ABR9,SUB-8939,1
1095,Q9ET64,SUB-1894,1
2706,P97872,SUB-4638,1
863,O75462,SUB-9148,1
24681,Q05514,SUB-3495,0
20037,A0A069AW73,SUB-5213,0
9209,Q13126,SUB-8435,1
19413,P43353,SUB-9480,0
16967,Q8NA58,SUB-7267,0
19799,Q9SUG3,SUB-7683,0
14051,Q02527,SUB-10167,0
22525,E2GIN1,SUB-7723,0
25032,P46883,SUB-1104,0
9294,Q96323,SUB-6274,1
15645,Q7PCC4,SUB-3712,0
19864,Q9UJ70,SUB-9223,0
14821,P21812,SUB-9449,0
8097,A0AVT1,SUB-5522,1
12963,P12955,SUB-8424,1
21361,D7UER1,SUB-3859,0
23998,Q9XGY7,SUB-9100,0
25816,P06961,SUB-3938,0
6728,Q9RA61,SUB-3930,1
16740,P32320,SUB-8823,0
16352,P17109,SUB-9893,0
4866,A9QXE0,SUB-7606,1
3830,Q8GR22,SUB-7034,1
22494,Q72HS4,SUB-412,0
16828,Q8GR22,SUB-8961,0
2371,Q2Z1W3,SUB-6118,1
1140,O64743,SUB-6568,1
18037,P9WJL3,SUB-8047,0
539,Q04828,SUB-6319,1
16774,Q9LFT6,SUB-1431,0
20983,O34142,SUB-5854,0
19428,A8WAC5,SUB-10015,0
1121,P26439,SUB-5863,1
2641,Q9BY64,SUB-7316,1
19724,D0ITF8,SUB-7641,0
14652,P78329,SUB-7722,0
7491,Q9FD73,SUB-5522,1
18095,Q01284,SUB-1319,0
797,Q8NFP7,SUB-5843,1
19,P0A111,SUB-6381,1
19709,Q4J9F2,SUB-8370,0
3326,P06855,SUB-8308,1
6368,Q25252,SUB-9021,1
21796,F5H5G0,SUB-5421,0
15693,P97872,SUB-127,0
13175,Q6LXQ3,SUB-3462,0
17161,P39849,SUB-9232,0
12841,Q9X839,SUB-7821,1
23779,K9NCQ5,SUB-4714,0
19662,Q8TX60,SUB-8797,0
6617,P00634,SUB-8772,1
9373,A0A1W6VPA7,SUB-525,1
981,Q9HA79,SUB-1200,1
14369,Q5EG61,SUB-4273,0
3033,B9W4V6,SUB-1604,1
8744,Q9BEA3,SUB-5522,1
21330,P09889,SUB-4079,0
10914,P04963,SUB-7873,1
11413,Q67A25,SUB-9609,1
3256,P29141,SUB-8950,1
16472,I3RYX9,SUB-10199,0
13348,P15309,SUB-9034,0
13625,B0FSQ0,SUB-6443,0
2852,Q5EBM0,SUB-2768,1
19721,Q9RA61,SUB-3520,0
7324,Q1JUP4,SUB-3386,1
3980,O52933,SUB-6297,1
25077,P11509,SUB-4302,0
23571,Q93ZB2,SUB-6005,0
22702,Q59477,SUB-5794,0
1779,A6P6V9,SUB-1074,1
6084,A0A076JRL8,SUB-3540,1
6489,C7FF05,SUB-10234,1
4112,P50298,SUB-5588,1
14747,P05364,SUB-201,0
1272,P54965,SUB-9510,1
15025,Q9H227,SUB-117,0
5784,P11511,SUB-1883,1
9273,P60891,SUB-1093,1
14079,P80067,SUB-5275,0
10323,A0A024FRL9,SUB-1474,1
24247,O87876,SUB-5425,0
1738,Q9BW91,SUB-2229,1
799,P9WFF7,SUB-7821,1
12446,A0P0F6,SUB-3304,1
3283,I4DHV7,SUB-519,1
6736,J9Z485,SUB-10154,1
22564,Q9BTY2,SUB-7191,0
20662,B3IVI7,SUB-9937,0
17271,Q8WNV7,SUB-5730,0
11656,Q9H0I9,SUB-971,1
25350,P20720,SUB-10002,0
18432,P11344,SUB-9941,0
5814,P36269,SUB-5634,1
12976,Q9QYY9,SUB-9219,1
12464,P04040,SUB-9414,1
16014,Q05754,SUB-7383,0
9390,I3DX19,SUB-4659,1
16705,Q9F131,SUB-551,0
14489,P0A6L0,SUB-3572,0
13291,P80679,SUB-2821,0
11768,Q588Z1,SUB-1366,1
13246,P80679,SUB-7748,0
2301,V5J3M5,SUB-6356,1
24036,P30837,SUB-8966,0
19269,P35354,SUB-5361,0
491,C9K2Z6,SUB-3482,1
18305,P12995,SUB-6495,0
22959,O75828,SUB-5218,0
10692,P00371,SUB-8188,1
5497,Q6N8N2,SUB-5413,1
23687,P00371,SUB-9399,0
10596,Q59718,SUB-4990,1
11359,A0A2I6U1R0,SUB-923,1
17199,Q402C7,SUB-8678,0
9542,P37058,SUB-3659,1
11697,E7FHL9,SUB-8133,1
11555,P30863,SUB-9145,1
25292,A0A076JVU4,SUB-9030,0
8952,Q3ZFI4,SUB-2269,1
6834,P77072,SUB-4664,1
7564,P06280,SUB-7249,1
24112,P67095,SUB-3938,0
22088,A2DJ40,SUB-576,0
19332,Q8RTL3,SUB-6971,0
19995,Q9ZVL6,SUB-1296,0
10128,P39462,SUB-7102,1
16371,P49384,SUB-3235,0
1395,P23872,SUB-9864,1
24607,P26971,SUB-217,0
13337,P36633,SUB-6307,0
10595,I3RE04,SUB-9712,1
19997,Q9ZVL6,SUB-90,0
21540,Q7RXM0,SUB-7440,0
3446,P00791,SUB-8692,1
10953,Q9AGA6,SUB-2112,1
15469,Q8VPD4,SUB-8321,0
13504,P72224,SUB-1909,0
14277,P52895,SUB-3964,0
13264,P80679,SUB-2101,0
7568,P06280,SUB-5471,1
4929,P47989,SUB-707,1
24370,A0A2Z6G7P5,SUB-455,0
15039,Q9H227,SUB-1842,0
10872,P04963,SUB-9005,1
3137,P31552,SUB-5522,1
103,Q9RBG1,SUB-9385,1
21413,Q306W4,SUB-6292,0
24428,A0A3S5YA89,SUB-4249,0
22789,Q08257,SUB-9300,0
469,C9K2Z6,SUB-57,1
2400,Q72LL6,SUB-5113,1
6242,P33570,SUB-5755,1
24008,Q86D28,SUB-6957,0
7874,P00183,SUB-9106,1
21820,P36551,SUB-1745,0
16915,Q6TQT0,SUB-3992,0
25228,Q9UI42,SUB-9977,0
13631,P0A744,SUB-9231,0
14810,Q2KQ79,SUB-8217,0
7370,B2RKK0,SUB-6664,1
7742,P0ACC7,SUB-4680,1
17011,Q08GL0,SUB-7430,0
2864,Q6AYS7,SUB-10272,1
3934,P21219,SUB-6666,1
5892,P59337,SUB-6510,1
20998,P08254,SUB-339,0
9538,P33315,SUB-9274,1
2536,Q96KP4,SUB-9424,1
22857,P52704,SUB-7142,0
8537,G5ELM1,SUB-10331,1
17812,P52705,SUB-4148,0
11140,A0A097ZMY7,SUB-5979,1
22672,Q5L2C2,SUB-4969,0
22217,Q13126,SUB-6867,0
14917,P11884,SUB-1581,0
4634,Q60136,SUB-10210,1
25748,Q8NCE0,SUB-4776,0
13117,O27726,SUB-4521,0
23056,O34807,SUB-8657,0
16073,B9W4V6,SUB-8611,0
4566,Q8GRC5,SUB-1155,1
1616,S5U4F4,SUB-5620,1
4237,P11544,SUB-10083,1
8111,P19515,SUB-8824,1
13614,Q02068,SUB-4796,0
12431,P49012,SUB-2070,1
7351,A0A2H4ER88,SUB-1952,1
3741,Q04519,SUB-5522,1
18835,P0A110,SUB-6386,0
16041,B9W4V6,SUB-6474,0
9803,Q8GPG4,SUB-5337,1
21951,Q9JHW9,SUB-5007,0
4980,Q63042,SUB-778,1
12236,Q9UI42,SUB-3784,1
25949,P12955,SUB-9594,0
18967,P06875,SUB-7302,0
22885,E3W9M3,SUB-5220,0
21975,P15559,SUB-2460,0
17407,Q59971,SUB-1947,0
5607,Q13093,SUB-501,1
1883,A2ADU9,SUB-3231,1
5568,Q06902,SUB-198,1
16175,Q04631,SUB-2655,0
23795,P00331,SUB-7962,0
2639,Q9BY64,SUB-8759,1
13370,O60760,SUB-2505,0
6497,C7FF05,SUB-5231,1
24340,A0A2I6U1R0,SUB-7669,0
14068,Q9P8R5,SUB-6162,0
7871,P00183,SUB-7346,1
6486,C7FF05,SUB-1477,1
23749,Q9BYC5,SUB-3732,0
21997,Q5QE78,SUB-1037,0
1728,Q9WWW6,SUB-9461,1
23236,Q157H4,SUB-9916,0
8904,Q9ZBU1,SUB-3130,1
6889,Q8CDA1,SUB-6473,1
24640,Q51947,SUB-8775,0
10735,Q9ZAG3,SUB-1365,1
2892,Q91XE4,SUB-1983,1
655,G1JSL4,SUB-8516,1
21952,Q9JHW9,SUB-6001,0
23460,P41407,SUB-1163,0
24227,P39142,SUB-2003,0
2137,P00492,SUB-6077,1
6632,P00634,SUB-6026,1
14173,Q97UK5,SUB-8413,0
11627,Q51947,SUB-9621,1
22402,O22975,SUB-9872,0
1701,P0A993,SUB-8324,1
16467,I3RYX9,SUB-4147,0
7666,B3IVI7,SUB-2143,1
25295,A0A076JVU4,SUB-9353,0
1041,P40817,SUB-6507,1
11427,Q9QY93,SUB-10087,1
6187,P05982,SUB-4264,1
23572,Q93ZB2,SUB-6741,0
14324,P10959,SUB-744,0
21074,P32169,SUB-9542,0
12352,P20720,SUB-45,1
1412,P11411,SUB-162,1
3001,A1ZA98,SUB-1563,1
51,P76270,SUB-7951,1
16514,Q96KN2,SUB-2199,0
20233,Q9YBL2,SUB-7866,0
12708,A0A144KZJ7,SUB-8290,1
20449,O33456,SUB-940,0
24179,A1TX06,SUB-2600,0
15975,Q9Y487,SUB-10205,0
8761,Q9SW90,SUB-2423,1
19716,Q4J9F2,SUB-7757,0
16883,Q8GYB8,SUB-6347,0
5999,Q9S9N9,SUB-4377,1
19029,P23457,SUB-7822,0
8459,D5MU22,SUB-4515,1
18574,Q2UP30,SUB-3978,0
2897,Q91XE4,SUB-1917,1
14548,Q8VCH6,SUB-1213,0
13783,I0CKV2,SUB-2402,0
12328,Q70JP0,SUB-165,1
5110,Q51578,SUB-5688,1
7979,O34142,SUB-911,1
17490,P51687,SUB-2037,0
360,P0A434,SUB-6205,1
12058,P11509,SUB-3438,1
9995,B5A496,SUB-8357,1
14773,A6P6V9,SUB-9337,0
9043,P10963,SUB-6041,1
4453,P09955,SUB-7748,1
21937,H3JQW0,SUB-1940,0
20196,P02592,SUB-3834,0
2861,P0AEK4,SUB-3820,1
17005,Q6RS93,SUB-10126,0
22594,P28039,SUB-9696,0
5785,P11511,SUB-4531,1
313,P35520,SUB-73,1
835,P9WIN5,SUB-2142,1
4521,Q9XZT6,SUB-2442,1
16523,P81177,SUB-6897,0
23396,P14920,SUB-3782,0
17116,A5YKM2,SUB-1697,0
4335,Q65KZ6,SUB-2400,1
800,P9WFF7,SUB-13,1
24937,P14941,SUB-5883,0
13159,P31513,SUB-1422,0
7224,A1BBA0,SUB-1468,1
9419,Q8TEY0,SUB-1606,1
9225,Q13126,SUB-7302,1
7353,A0A2H4ER88,SUB-7204,1
19244,O65782,SUB-6042,0
258,P80679,SUB-7266,1
7173,Q9NYQ3,SUB-9267,1
14449,Q96Z02,SUB-6511,0
8686,P42535,SUB-2361,1
2451,Q8WZG3,SUB-8061,1
19113,A0A0A1EQY0,SUB-4355,0
25594,P22869,SUB-4881,0
22227,Q13126,SUB-4751,0
19065,P08473,SUB-2831,0
6116,Q9FLP9,SUB-9961,1
10977,P79208,SUB-9556,1
19656,P00634,SUB-20,0
24254,O87876,SUB-8580,0
6855,P37610,SUB-7051,1
69,E3PS87,SUB-3683,1
5183,P08319,SUB-3473,1
15595,Q43135,SUB-10085,0
1668,P78329,SUB-3753,1
25014,P0CS93,SUB-9628,0
10443,Q5Y152,SUB-9152,1
25066,P11509,SUB-7607,0
21947,Q3ZFI4,SUB-4541,0
2379,Q92506,SUB-5293,1
4469,Q6PF93,SUB-5522,1
3088,B9W4V6,SUB-8431,1
19091,Q96V44,SUB-7846,0
25852,P94388,SUB-242,0
3552,O85764,SUB-4968,1
25509,Q94ID3,SUB-5325,0
4017,Q08GL0,SUB-5994,1
9151,P07872,SUB-3576,1
5001,A2VA43,SUB-2591,1
14300,Q9HK01,SUB-6745,0
15572,P51058,SUB-3221,0
10171,P42330,SUB-4990,1
3150,Q03131,SUB-5499,1
10285,Q86UL3,SUB-4483,1
15278,P04180,SUB-10207,0
13044,P54315,SUB-2483,0
4373,P04177,SUB-9654,1
4362,Q9HFV6,SUB-2698,1
15001,Q02083,SUB-1976,0
21788,F5H5G0,SUB-5907,0
23791,P00331,SUB-8483,0
19047,P46413,SUB-6896,0
22197,P51647,SUB-1931,0
10510,B6YSF3,SUB-3851,1
14693,P0A993,SUB-2351,0
9483,Q9LPM9,SUB-5476,1
19628,P00634,SUB-2236,0
3052,B9W4V6,SUB-3444,1
10560,D0EFL2,SUB-7492,1
12773,Q9D4B1,SUB-4471,1
22216,Q13126,SUB-5775,0
7968,B0K3U7,SUB-1823,1
5182,P08319,SUB-2122,1
20558,P06280,SUB-5707,0
8992,P15559,SUB-5452,1
694,Q9Z1T6,SUB-5522,1
4722,O75936,SUB-6627,1
10771,B8YPW8,SUB-2804,1
17443,P11974,SUB-1966,0
21854,A0A1L7NXK5,SUB-2956,0
18538,Q12723,SUB-10243,0
5163,Q9I4U2,SUB-1348,1
1642,Q62600,SUB-1531,1
5829,P0A110,SUB-6866,1
25048,P0A9P4,SUB-3183,0
17918,P35559,SUB-8437,0
25848,P53704,SUB-9741,0
637,P0A744,SUB-10119,1
4494,Q33DY0,SUB-7371,1
12012,P0CS93,SUB-5508,1
3519,Q96KN2,SUB-7232,1
13786,Q8ESQ6,SUB-8896,0
8348,Q99NF1,SUB-7079,1
10533,Q06278,SUB-2326,1
21882,Q9Z2Z8,SUB-7352,0
13180,Q1K615,SUB-6786,0
8091,A7LFP5,SUB-6493,1
10778,O54754,SUB-2043,1
1923,P11884,SUB-7277,1
6001,P16311,SUB-8692,1
4068,P00729,SUB-7884,1
14372,Q5EG61,SUB-8238,0
11059,P30837,SUB-9048,1
8650,Q9KB30,SUB-4487,1
19574,P07154,SUB-5038,0
19027,P23457,SUB-5018,0
25948,P12955,SUB-7414,0
14654,P78329,SUB-7055,0
23507,T1SP91,SUB-7634,0
21836,P38230,SUB-7474,0
404,Q7NXD4,SUB-2627,1
17327,P31658,SUB-7099,0
12990,P20582,SUB-2927,1
2255,C5I9X1,SUB-9983,1
14436,F9UM18,SUB-35,0
15428,Q9HA82,SUB-1252,0
21673,P10901,SUB-816,0
4939,P0CG30,SUB-5443,1
15718,Q6QWR1,SUB-9583,0
5538,Q9SU79,SUB-8917,1
11417,A4ECA9,SUB-9297,1
13286,P80679,SUB-7647,0
17915,Q9UNW1,SUB-4469,0
4564,Q8GRC5,SUB-3502,1
17228,P11544,SUB-9580,0
1651,Q6WAU1,SUB-1241,1
20626,P55264,SUB-6007,0
20077,P51590,SUB-44,0
15929,F8S123,SUB-10129,0
13284,P80679,SUB-723,0
12480,O24319,SUB-2289,1
5114,Q9LVY1,SUB-6431,1
9507,Q9WY06,SUB-859,1
13746,Q76KC2,SUB-3929,0
8065,Q06892,SUB-4788,1
15230,P28845,SUB-3881,0
10545,Q9FV23,SUB-5930,1
21045,Q06401,SUB-3945,0
23692,Q58409,SUB-2597,0
6672,P10619,SUB-4870,1
16719,P21589,SUB-7839,0
3708,Q9F131,SUB-5564,1
18038,Q4WYG3,SUB-10217,0
7781,Q9X9Q6,SUB-4629,1
23046,B2RLK2,SUB-4354,0
9310,P32567,SUB-10017,1
23111,P39462,SUB-2398,0
3133,Q9ATW1,SUB-2533,1
2537,D2DRC5,SUB-6238,1
15235,P28845,SUB-7156,0
17644,A0A1Y0DKQ1,SUB-7843,0
17285,Q8WNV7,SUB-8234,0
23122,P39462,SUB-2147,0
17889,P81908,SUB-3885,0
12234,Q9UI42,SUB-2963,1
1470,Q52675,SUB-3179,1
12273,H8WR05,SUB-814,1
10501,O52063,SUB-6115,1
9946,O75828,SUB-3515,1
20115,P32277,SUB-1652,0
2038,Q9H227,SUB-607,1
9001,P21553,SUB-7820,1
19427,Q9HIW6,SUB-6167,0
21968,P15559,SUB-5790,0
2394,Q72LL6,SUB-5352,1
16559,P00327,SUB-3531,0
20300,A0A1D6BJ11,SUB-3991,0
5275,Q9D379,SUB-833,1
9840,Q76L37,SUB-5685,1
7995,O34142,SUB-8526,1
6989,Q9UBV7,SUB-8631,1
9622,Q46381,SUB-9319,1
18610,Q940L0,SUB-5274,0
18443,O87943,SUB-9948,0
3663,B0BMT9,SUB-1015,1
1876,P26168,SUB-4438,1
8611,Q83WC8,SUB-10014,1
5679,E1A0Z9,SUB-4290,1
23808,P04963,SUB-5082,0
17256,Q8WNV7,SUB-899,0
5188,P08319,SUB-2363,1
20887,P00183,SUB-5891,0
5340,P55217,SUB-6787,1
6840,P91938,SUB-1669,1
6624,P00634,SUB-6017,1
475,C9K2Z6,SUB-3601,1
18284,Q88FX8,SUB-7362,0
20876,P00183,SUB-9764,0
16890,P46925,SUB-2282,0
21780,F5H5G0,SUB-4090,0
10794,P00331,SUB-4873,1
5358,P12530,SUB-6621,1
2559,Q8BWF0,SUB-4529,1
586,Q02068,SUB-4108,1
18700,Q8RVP6,SUB-2925,0
930,A3MUY9,SUB-8396,1
9244,Q13126,SUB-2669,1
17639,P33247,SUB-7580,0
24221,P84887,SUB-1104,0
19337,O66015,SUB-906,0
9879,D3JAJ5,SUB-4040,1
18267,Q9D379,SUB-9415,0
9655,A0A0J9X243,SUB-5960,1
7948,Q9Y251,SUB-8049,1
1550,P14743,SUB-8165,1
16527,Q9I4G8,SUB-1478,0
15580,P40051,SUB-10066,0
21630,Q5FSJ2,SUB-3758,0
24546,P30863,SUB-8371,0
16776,O52582,SUB-4994,0
18527,Q70DU8,SUB-2992,0
972,Q9HA79,SUB-5035,1
14802,P45513,SUB-7035,0
10643,P72156,SUB-4254,1
8181,Q8H0L8,SUB-3923,1
2130,A4ISB9,SUB-2184,1
15344,Q9P979,SUB-6239,0
7558,Q9S3U5,SUB-9438,1
5595,Q13093,SUB-2772,1
11073,P30837,SUB-5133,1
10962,Q6SSJ6,SUB-8561,1
10369,P56937,SUB-2371,1
865,Q7SIC2,SUB-7681,1
6498,C7FF05,SUB-7618,1
7110,Q59771,SUB-7332,1
19167,Q7WZT5,SUB-6574,0
2917,P0A6L4,SUB-9613,1
9626,Q7LYI9,SUB-8551,1
1709,W0TJ64,SUB-225,1
5728,Q7XZQ8,SUB-8608,1
17986,Q9UKM7,SUB-9168,0
4692,A0A075B5H4,SUB-27,1
25075,P11509,SUB-4898,0
1727,Q9WWW6,SUB-3273,1
14944,Q8J0K6,SUB-3481,0
10155,F1P6W8,SUB-5587,1
22809,Q48230,SUB-3059,0
4844,P0A924,SUB-8073,1
8214,P37334,SUB-1488,1
19143,Q19Q69,SUB-1874,0
24270,Q3TPJ9,SUB-819,0
3813,L7QI79,SUB-295,1
11942,Q8XB60,SUB-6362,1
3050,B9W4V6,SUB-4339,1
11657,Q9H0I9,SUB-2094,1
6965,P18548,SUB-5258,1
7298,A0A3Q1MJ30,SUB-6080,1
9248,Q5JI09,SUB-1510,1
18930,P06875,SUB-3841,0
17270,Q8WNV7,SUB-1766,0
11320,P00794,SUB-8475,1
1545,Q8X8Y1,SUB-6581,1
10371,Q9Y871,SUB-1525,1
21289,A0A0E4B3N6,SUB-8213,0
17197,Q402C7,SUB-1453,0
18349,P12530,SUB-3765,0
21684,A7J2C6,SUB-5048,0
16816,P04190,SUB-7404,0
16862,F6MZ55,SUB-9577,0
17705,Q31QF3,SUB-3270,0
23017,P00466,SUB-887,0
1341,P10959,SUB-6102,1
2535,Q96KP4,SUB-2712,1
22030,Q6BCY4,SUB-2454,0
15918,P25500,SUB-3818,0
24780,L7R9X8,SUB-10286,0
19753,P08515,SUB-2519,0
13901,Q8GJG7,SUB-4840,0
17520,Q6IB77,SUB-8006,0
9942,O75828,SUB-2046,1
10653,P11436,SUB-8867,1
659,P00785,SUB-5428,1
12687,Q93YB2,SUB-4669,1
19095,Q96V44,SUB-8747,0
1354,A0A2H4RAB6,SUB-6406,1
19566,O94823,SUB-5668,0
9823,Q0ZUL0,SUB-2917,1
23854,P04963,SUB-4046,0
4883,P81908,SUB-5416,1
4543,P11310,SUB-4634,1
5122,B3Y018,SUB-5705,1
5898,P59337,SUB-1765,1
20701,P35610,SUB-7435,0
16136,Q04552,SUB-10000,0
9586,Q6YNI5,SUB-10204,1
3578,P00327,SUB-6170,1
11771,A0A3S5YBC7,SUB-7942,1
10214,P37967,SUB-2106,1
16589,Q9SMI2,SUB-7254,0
20186,P50281,SUB-10063,0
21835,P9WJF0,SUB-9845,0
13424,Q9D6K9,SUB-4906,0
6013,P23457,SUB-9842,1
5369,Q9WTL7,SUB-8197,1
14791,Q6GMR7,SUB-5379,0
20785,Q02567,SUB-421,0
4146,Q1KY81,SUB-8544,1
7989,O34142,SUB-9654,1
18860,P0A110,SUB-6903,0
4508,Q9XZT6,SUB-6756,1
16333,P28838,SUB-3537,0
11567,Q01468,SUB-54,1
6129,P31663,SUB-6197,1
9437,Q9KAN9,SUB-7992,1
23569,Q93ZB2,SUB-6710,0
11230,P84887,SUB-8827,1
12014,P0CS93,SUB-6892,1
8780,F5H5G0,SUB-8666,1
5091,Q05469,SUB-4826,1
1235,Q2VEQ7,SUB-1703,1
6735,A0A1B2YKT4,SUB-9061,1
22387,I3DX19,SUB-9267,0
14589,A1XWY7,SUB-2427,0
2502,B7VFD0,SUB-5034,1
17445,Q94AX4,SUB-2406,0
20932,P9WPP9,SUB-1723,0
7249,P22303,SUB-1931,1
4130,P53341,SUB-925,1
17940,P0CG30,SUB-9388,0
19918,C9JRZ8,SUB-9052,0
24058,P30837,SUB-5316,0
18208,P08319,SUB-2401,0
10177,Q9U915,SUB-9183,1
6787,J3QMK6,SUB-1803,1
2741,P34960,SUB-6178,1
14540,Q8A904,SUB-4370,0
22824,Q0ZUL0,SUB-8935,0
8102,O15121,SUB-5096,1
8931,Q00972,SUB-5522,1
72,Q13822,SUB-5172,1
10951,Q6IQ20,SUB-5506,1
19422,P43353,SUB-6044,0
17806,P52705,SUB-6148,0
9966,O75828,SUB-6346,1
12733,Q9Y2B2,SUB-6427,1
10822,P04963,SUB-8603,1
19109,Q9FLP9,SUB-3451,0
22592,D3G6S4,SUB-5168,0
6911,C9JRZ8,SUB-3659,1
23880,P04963,SUB-2511,0
6726,Q9RA61,SUB-4020,1
6933,C9JRZ8,SUB-2179,1
22429,Q9KAN9,SUB-9785,0
8740,O32428,SUB-9423,1
12006,P0CS93,SUB-1251,1
8736,O32428,SUB-5353,1
17664,P20960,SUB-2760,0
3335,P28838,SUB-200,1
16844,P31797,SUB-7020,0
20132,G1T465,SUB-5952,0
14780,P28313,SUB-8343,0
6014,P23457,SUB-9653,1
15501,Q75W17,SUB-5838,0
25383,Q9ZV19,SUB-8649,0
6089,P23946,SUB-8902,1
13704,P06802,SUB-9266,0
8088,C4TGF1,SUB-9468,1
14410,F9UM18,SUB-9957,0
14579,Q8KLT9,SUB-6877,0
20869,P00183,SUB-2696,0
23175,Q04468,SUB-7828,0
5801,P05793,SUB-7039,1
21331,P27115,SUB-6592,0
762,Q96EY8,SUB-8225,1
9258,P00780,SUB-10306,1
24887,P0A6W0,SUB-9258,0
17704,Q31QF3,SUB-341,0
22198,P51647,SUB-6088,0
4772,P0ABN1,SUB-6041,1
20854,Q8IEK1,SUB-6607,0
22496,A9KN57,SUB-4222,0
14233,Q6UVM5,SUB-186,0
11732,Q9N119,SUB-2265,1
24175,B9U443,SUB-8222,0
13953,O06901,SUB-6402,0
5164,Q9I4U2,SUB-7338,1
14809,Q2KQ79,SUB-864,0
22793,Q08257,SUB-8710,0
18947,P06875,SUB-5795,0
25929,A9ZPJ6,SUB-9972,0
13421,P0AG16,SUB-9666,0
1984,P06621,SUB-9829,1
19306,P06276,SUB-9998,0
2746,D7UTZ8,SUB-7381,1
6154,Q92XZ6,SUB-5321,1
14894,Q8KZP9,SUB-6367,0
24022,P09623,SUB-3886,0
10711,Q9JI75,SUB-5504,1
12160,P0AC75,SUB-5390,1
17350,Q9HFV6,SUB-8834,0
24839,Q93TJ5,SUB-10044,0
13961,Q9HA79,SUB-5705,0
1,P04335,SUB-3049,1
387,P05459,SUB-4240,1
5357,P12530,SUB-9629,1
11680,Q05514,SUB-5544,1
